,,,,,,,accuracy,accuracy,log-loss,log-loss,ECE,ECE,MCE,MCE,sharpness,sharpness,overconfidence,overconfidence,underconfidence,underconfidence,avg_confidence,avg_confidence,weighted_abs_conf_difference,weighted_abs_conf_difference
GPcalib,MNIST,random_forest,10,10000,1000,9000,0.9457111111111111,0.0010749676997731542,0.30483236018780174,0.007095215437400242,0.014783181818181815,0.0021059226585023842,0.5645050505050505,0.0946095048375419,0.08341751959045648,0.009710110529913468,0.6430442057734963,0.02354403292995748,0.03671715059259356,0.005505561749801583,0.9459005105202689,0.006136844691879641,0.005544334411367897,0.0032519433205489036
GPcalib,MNIST,1layer_NN,10,10000,1000,9000,0.9516666666666668,0.0011415581486979552,0.36581013641341154,0.028872004916114344,0.023874870729792587,0.002263359816801496,0.7215353535353536,0.10465509900722289,0.038467199768085714,0.004355000676394528,0.753040580511015,0.0179058340054985,0.010451186651208672,0.00218922802387708,0.9781188401048571,0.0028573710503945215,0.026452173438190434,0.002811906341021627
GPcalib_lin,MNIST,AdaBoost,10,10000,1000,9000,0.7287111111111111,0.001779474498961805,0.7858359914670163,0.005846753843969435,0.04089797979797978,0.004582438902554561,0.3224425770308123,0.15308700222808008,0.19900482947322734,0.006035768727069375,0.5627457524708117,0.006053486913704519,0.24893390623583475,0.008000842266261557,0.6999751148000766,0.007123597865890675,0.0287359963110345,0.008047962939619475
GPcalib_lin,MNIST,XGBoost,10,10000,1000,9000,0.9330777777777778,0.0006154169296148161,0.22107560680871435,0.003730628631461478,0.018837941638608306,0.0017424802044445496,0.7745353535353535,0.035507255991387966,0.09848423542474691,0.009561531197267652,0.6437881923306865,0.01702386724006936,0.043222954201330904,0.003508897961162294,0.9358290443524009,0.0041217057238656435,0.004213567808943546,0.0024482457109791063
GPcalib_lin,MNIST,mondrian_forest,10,10000,1000,9000,0.9132444444444443,0.0008094096817569179,0.2792577713956145,0.0032786345838426083,0.021684433221099888,0.0010889215736290838,0.6857222222222222,0.17146088032175327,0.12379902918566014,0.007000915581292113,0.6293286546287249,0.013317640512509483,0.05733167622593194,0.003996998888492312,0.9154850285377594,0.004396770776623906,0.004367527898406724,0.002761708727067295
GPcalib_lin,MNIST,random_forest,10,10000,1000,9000,0.9461888888888887,0.000873398986003391,0.18775388118924918,0.00443975207653784,0.014394711560044904,0.0024729352496344614,0.5002323232323233,0.15509968474663255,0.08898415069557675,0.011765446944547356,0.6369565994749202,0.027507202379062907,0.0349140323410578,0.005555395330366442,0.9474420375380325,0.0064772381516901845,0.005835066291357583,0.003854592171249245
GPcalib_lin,MNIST,1layer_NN,10,10000,1000,9000,0.9624111111111111,0.0007482031516267744,0.1802050442324606,0.008236587194070274,0.0132822581369248,0.002021811218987502,0.8552121212121214,0.04073232097095496,0.031370667170133516,0.007821635777168339,0.7811380246644016,0.031839646374172005,0.026474136995099685,0.0034649087865832222,0.9663068161380245,0.004132755085830191,0.005277678918089885,0.002991756938996539
Platt,MNIST,AdaBoost,10,10000,1000,9000,0.6600555555555555,0.009731547555895066,1.1276200925074096,0.007459504060567294,0.2266940998877665,0.013718981409092003,0.4342424221052898,0.21735694858573656,0.10254578404350057,0.005446041956020869,0.3563895585522376,0.006513517050720517,0.5268344075368201,0.007423277567788605,0.43344263584929055,0.005984593118978361,0.22661291970626504,0.013759046418378763
Platt,MNIST,XGBoost,10,10000,1000,9000,0.9330111111111112,0.0011336600836164285,0.25227395177384765,0.0031297086034550886,0.044939089786756425,0.002140971851555,0.7125050505050504,0.038852360882001405,0.045957353373200636,0.000973237702307964,0.7428136903477748,0.008515423628872396,0.05499901520189913,0.004541653529648586,0.9314585027657387,0.004621324429131108,0.004721777081037744,0.0027280968654968883
Platt,MNIST,mondrian_forest,10,10000,1000,9000,0.9143888888888888,0.0015037675593082864,0.30105980778027364,0.004270462713815237,0.03573571717171715,0.004889209869147293,0.6756868686868687,0.16803216969793583,0.09513535336708405,0.0024437950107908998,0.6527260108601282,0.012408081524295374,0.08708332111369169,0.005528200357529232,0.8906449126953794,0.005848666353680797,0.023743976193509694,0.006773317801810388
Platt,MNIST,random_forest,10,10000,1000,9000,0.9460666666666666,0.001223007604003911,0.2024051363904218,0.012660670175320589,0.027261536475869798,0.003852244751068491,0.639909090909091,0.13238771400334723,0.056338250744758345,0.002356788539895763,0.695047555292372,0.013742144685111833,0.051226124365128065,0.0062872198110028275,0.9350913191568901,0.00640469009805039,0.011280890792416499,0.006738125000587255
Platt,MNIST,1layer_NN,10,10000,1000,9000,0.9623666666666667,0.0006949751058888606,0.2431233999446627,0.03311997958653637,0.012645903479236779,0.0031368704960764203,0.8889191919191919,0.025708247036605052,0.002550164633973134,0.0006797065635220945,0.9386053084453982,0.006669654617499113,0.0345555161610362,0.0060239982408895965,0.964433882626848,0.00597502877895744,0.005655380730496197,0.0036332261729749306
Isotonic,MNIST,AdaBoost,10,10000,1000,9000,0.6787222222222221,0.0049096780211745975,1.2253518543263189,0.07493237211104763,0.13188473961840624,0.010777162300026457,0.44759840132645357,0.258746943377897,0.1739449386417325,0.009917380759763651,0.4478304087184652,0.010522616336742277,0.40413427008260416,0.010146323393205231,0.548280181391936,0.00917434668228396,0.1304420408302862,0.01187172039691772
Isotonic,MNIST,XGBoost,10,10000,1000,9000,0.9311888888888887,0.001427776576835732,0.5414770963086696,0.12087319968182925,0.017647615039281722,0.0018111757033604672,0.5842828282828283,0.151169133140656,0.08080009920957157,0.004262056811611077,0.6797390742531677,0.010246014503960793,0.041619176718073886,0.002584317422202977,0.9392068100116953,0.0031670239538134116,0.008017921122806316,0.0030806122368508774
Isotonic,MNIST,mondrian_forest,10,10000,1000,9000,0.9118333333333333,0.0014076510510355313,0.6231141081191718,0.13227216260567567,0.02822670145903477,0.0020556426304996576,0.6892424242424242,0.12505318847081612,0.10264090607211382,0.004067092101813004,0.6588573456370683,0.010452649136187476,0.07802687595123767,0.00360180311247342,0.8987757424519106,0.003981629694976547,0.01305759088142259,0.004402944423054614
Isotonic,MNIST,random_forest,10,10000,1000,9000,0.9445,0.0009872298470564196,0.3854656200525963,0.07624383771617983,0.020695066217732885,0.004186173371006251,0.601030303030303,0.14275583697432156,0.068737909863387,0.008098518169900608,0.679035370602616,0.02330821329070674,0.04813884561091706,0.0061408820865167775,0.9367228230186655,0.006888968070033709,0.008774966673350034,0.005981962681304762
Isotonic,MNIST,1layer_NN,10,10000,1000,9000,0.9619555555555556,0.0011101230174420478,0.41326714306783685,0.06833663352341023,0.014007877665544326,0.0017008319052627073,0.6883434343434344,0.0806168957497724,0.03799960328398991,0.00713655724650493,0.7555215180300323,0.02863673253856591,0.019362401177568246,0.0030675496933512745,0.9720837978482064,0.003648743547176313,0.010128242292651001,0.004460785661793171
Beta,MNIST,AdaBoost,10,10000,1000,9000,0.6641888888888888,0.008992459880648649,1.1039704757194178,0.006694950252227993,0.22219885634118963,0.013380626550896146,0.44498234835247724,0.20701787707153124,0.10346899397564435,0.005165866857223799,0.3636430736897974,0.0067499452462523426,0.5182628739668526,0.007470989363417152,0.4420590730802174,0.0061290408643238075,0.2221298158086714,0.013387306514702001
Beta,MNIST,XGBoost,10,10000,1000,9000,0.9331333333333334,0.0011316618029313871,0.22396351135544962,0.006310778445642974,0.018384363636363633,0.001444961958946765,0.6314949494949494,0.15665957901129038,0.08064208956637556,0.00426139723045497,0.670432348727993,0.012986189054149961,0.04628068422511809,0.003730313412777836,0.9347788209789109,0.004279404237521822,0.003255628931722684,0.0033714156140474166
Beta,MNIST,mondrian_forest,10,10000,1000,9000,0.9141555555555556,0.0014751717483882543,0.3156181869479367,0.010748722976769548,0.03829537127734676,0.0056732553966720375,0.7156161616161615,0.06459710605174863,0.10866770102537382,0.004208189266056153,0.6308984444804342,0.01280813188685215,0.089854885236497,0.0056439423267021695,0.8861789122201204,0.006034700049290906,0.02797664333543513,0.006898161137880114
Beta,MNIST,random_forest,10,10000,1000,9000,0.9452666666666669,0.0009517869987994829,0.2652676062383347,0.02621145608366348,0.025861786756453408,0.006957999408308455,0.6874444444444444,0.10161060334261743,0.0722742307705681,0.008222033154635378,0.657634248382651,0.022138777547027814,0.053770348301213224,0.009316353467839737,0.9304382926619856,0.009934492847915508,0.01482837400468103,0.010208323309153697
Beta,MNIST,1layer_NN,10,10000,1000,9000,0.9625888888888889,0.001059349905471361,0.185272187612565,0.04721846929751493,0.016804000000000017,0.0018165024032288832,0.7772323232323233,0.0323996868673137,0.03857893326031708,0.004446397297881694,0.7483532746035944,0.021825052232089734,0.02340874784291629,0.0029080384169432546,0.9680548211572034,0.0033123928635353447,0.005465932268314616,0.0038346375476464613
BBQ,MNIST,AdaBoost,10,10000,1000,9000,0.6539666666666666,0.006051006332884125,1.0803965615407258,0.02200781998358934,0.138431404040404,0.010425721077650411,0.40222272512496965,0.1815117621088923,0.14807245658872578,0.009866321072824074,0.42765503026431295,0.006762285722590536,0.4339667101742456,0.0112224815559198,0.5181428793147251,0.008272792092610507,0.1358237873519416,0.011323525344349144
BBQ,MNIST,XGBoost,10,10000,1000,9000,0.9274444444444445,0.002191140660407263,0.3733909949488643,0.03075440521767218,0.020717676603434362,0.002018967658725088,0.5497218337218337,0.1922143314652367,0.10258533295695296,0.008228751066014678,0.6362244478541118,0.014688822249296069,0.05249252667409367,0.002901119930380748,0.9249279704175819,0.0026310463168798775,0.004033119869320959,0.0020862038197776017
BBQ,MNIST,mondrian_forest,10,10000,1000,9000,0.7474555555555555,0.01379006322035541,0.7621821509822067,0.04241149337680241,0.07623043388099895,0.011114379909479067,0.619535387367318,0.22689870725128775,0.29547210521368916,0.003326715526022146,0.4882758511328146,0.016619309433662913,0.1442912326958537,0.0119078779424843,0.7626013264521426,0.004685795246282347,0.016872749334396343,0.011514458457671232
BBQ,MNIST,random_forest,10,10000,1000,9000,0.0004333333333333333,0.00027937810615772014,2.4956528864293963,0.009952445165781155,0.12326455780022447,0.0005430495670241211,0.49516161616161625,0.008685067544854281,0.005259696689773069,3.801998937240499e-05,0.12136549564105006,0.0004614402128598152,0.8256999111906345,0.02301673162751935,0.12139009382256534,0.0004570752613610631,0.12095676048923198,0.000580980572536184
BBQ,MNIST,1layer_NN,10,10000,1000,9000,0.9557333333333334,0.00260694440333601,0.27546407036615495,0.020555338220855864,0.018596171971394692,0.0027417913399346147,0.6424444444444444,0.1491418012379802,0.059611755376820355,0.011098355755097199,0.6818696311627424,0.03899173196170848,0.032581509705519596,0.0027509621090967625,0.954736967882965,0.004397876791890074,0.003275898572575829,0.002212077637132258
