,,,,,,,accuracy,accuracy,log-loss,log-loss,ECE,ECE,MCE,MCE,sharpness,sharpness,overconfidence,overconfidence,underconfidence,underconfidence,avg_confidence,avg_confidence,weighted_abs_conf_difference,weighted_abs_conf_difference
Uncal,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.8022400000000001,0.004241383422108099,0.8604866236816001,0.012489056037678171,0.05741860383838386,0.0025796968834599795,0.5350887694680797,0.29910749697606315,0.19372553260497205,0.002323154739729238,0.5073040125826157,0.005381112102415537,0.1880193798310628,0.0016408229431457938,0.751729910395376,0.002108477086044699,0.050510089604624074,0.0026770703870548297
Uncal,ImageNet,polynet,1000,50000,1000,10000,0.8085700000000001,0.002972111109034195,0.8545230481417354,0.019166269933281535,0.08234086006809863,0.0030613533392343972,0.4546425646425646,0.17180759405246807,0.140165564362767,0.0025942543089363442,0.6866684483081305,0.0058849734277484226,0.06008516745663319,0.0013609796878708037,0.8914366465600543,0.0017302290705323046,0.08286664656005419,0.0031678896530333003
Uncal,ImageNet,senet154,1000,50000,1000,10000,0.81174,0.0030452877988423133,0.8389542823905936,0.007856025746722157,0.061200088585858604,0.0015264030465015222,0.40575757575757576,0.20129256391024763,0.16414453774956037,0.003512280420272004,0.5355000547910994,0.005117063108016582,0.18369622426318186,0.0011589010176603666,0.7634324359801197,0.0018090163813541263,0.048307564019880435,0.002368032080829622
Uncal,ImageNet,pnasnet5large,1000,50000,1000,10000,0.82887,0.004103670443774807,0.8102692273209049,0.01793998681112679,0.07019916363636365,0.0024765672365245446,0.5291928229665072,0.26995616622584884,0.12083347089921126,0.0016729926272310638,0.5727536748097709,0.003557784979888647,0.18670486378932022,0.0009547435541916051,0.7721330944719798,0.0015548687565368532,0.056736905528020146,0.002974439606938489
Uncal,ImageNet,nasnetalarge,1000,50000,1000,10000,0.8233900000000001,0.0025739938703199317,0.8053595512883615,0.010888305639272046,0.05295301121212124,0.002721522532926423,0.4551109793588054,0.2630528975412589,0.10409385881093325,0.0030855611753840737,0.6288029433983784,0.005159984304607125,0.1555591557767737,0.0016816735600680794,0.806352241486134,0.002210877068824808,0.01703775851386602,0.0023201767193587967
GPcalib,ImageNet,alexnet,1000,50000,1000,10000,0.56511,0.004003456839615831,1.9125612407307044,0.022968855945551925,0.03312188440204921,0.002469834683974115,0.16366623463954127,0.02445604228379001,0.3844436233980226,0.0064370889767334655,0.3602366359832351,0.011545210575039056,0.2623566866731105,0.012467626492143054,0.573508302018726,0.011840446524344485,0.013321362866160142,0.004587263289082278
GPcalib,ImageNet,vgg19,1000,50000,1000,10000,0.7234800000000001,0.002741775580410137,1.1118189353239594,0.018391560968055835,0.03369355501830526,0.002882508841785395,0.17525567083541518,0.03992084202069442,0.30855606502670585,0.012992183151390203,0.4572626017385829,0.015416133084327446,0.17624231904726667,0.014103191369687065,0.7224222744054083,0.01401951728732794,0.010390374074852476,0.009212832982328733
GPcalib,ImageNet,resnet50,1000,50000,1000,10000,0.76148,0.004207083972962222,0.9499130944433893,0.019926306457142117,0.03579055151075701,0.0028402671840004642,0.5123285035226212,0.32169749210866655,0.2787577167974758,0.007017879157790709,0.48192077058902677,0.012811698768040893,0.16394096805959252,0.011983999778114663,0.7516022830057774,0.011569682376585603,0.014417096027088072,0.007130689449201738
GPcalib,ImageNet,resnet152,1000,50000,1000,10000,0.7828,0.0022055485586230986,0.8578697557989612,0.010270898928915473,0.033366184656297926,0.0029264112714082204,0.33726631307926397,0.23773839382557124,0.2569337440824825,0.011669303404655634,0.5039320187167708,0.01623437709629743,0.1467483968787689,0.010002262231271257,0.7773772558987149,0.011613223772752838,0.009893896492165783,0.0062560994226588075
GPcalib,ImageNet,densenet121,1000,50000,1000,10000,0.7456799999999999,0.0031268727721692423,1.018460053765455,0.019334491483740703,0.03344874262865456,0.0029685533419527275,0.20355613903005207,0.04657015557998254,0.2762969363773661,0.009193019974983506,0.49245261668069995,0.016891736214778626,0.16223907327789655,0.01365453293953638,0.7499442645037854,0.013668418034994282,0.013020253740578119,0.008312191626813804
GPcalib,ImageNet,densenet201,1000,50000,1000,10000,0.76995,0.0034600096338979628,0.918912063398678,0.015993452062068616,0.031604316131167536,0.0024333074060687867,0.48792189638318667,0.2770269928086062,0.2555127082676295,0.012917672866191209,0.5059469506832599,0.01763985442480932,0.1532130071641875,0.009371086499115345,0.7684065606459984,0.009749006050948169,0.011147674016566054,0.004358116759781004
GPcalib,ImageNet,inceptionv4,1000,50000,1000,10000,0.80101,0.004665345050952225,0.8421972779409355,0.023480939883383532,0.032833781904504686,0.005423252082447501,0.32724331550802144,0.21637788848758974,0.18559077449434266,0.004836545259293675,0.5753479141468959,0.013046919520037134,0.12873988191480007,0.01232909278078206,0.8123897822645066,0.012656264897911421,0.012132958665027851,0.011307840293966273
GPcalib,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.7905700000000001,0.0054583371501258785,0.8833569301571208,0.026251145828517793,0.03690023387371345,0.004313106144005195,0.3756639021796916,0.21956436692617756,0.22285720690267158,0.019697013539010478,0.5398475121768149,0.017078408703420693,0.1412344153799769,0.014261733730098154,0.7920042811508614,0.012736336681787542,0.011592321876517146,0.010372606465938985
GPcalib,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.80213,0.004177200019151593,0.8098755937026839,0.03605206212988865,0.032649516464646464,0.0038833301655706114,0.6019929292929292,0.3039389241941317,0.18869605618644983,0.011127046761016371,0.5666407909716075,0.013138046677675569,0.12751107834614056,0.004564978300899037,0.8119976399274194,0.004859401641850548,0.010593526535701432,0.004804385335989732
GPcalib,ImageNet,polynet,1000,50000,1000,10000,0.80508,0.005608287518386437,0.7690386170709751,0.014789921578451057,0.03890896316348301,0.004527721204300979,0.35015353164207647,0.09904626161561221,0.24743484201275662,0.023377078729830286,0.5200864917573684,0.023927114348319303,0.13219500869682554,0.007200604762098545,0.7999591697426289,0.010809360793379857,0.007989865734367742,0.0056889660577574604
GPcalib,ImageNet,senet154,1000,50000,1000,10000,0.8112400000000001,0.003910157712079345,0.8010089702458772,0.030422306239779713,0.03870716494949496,0.0052222591288592765,0.3722647066047567,0.21260856844781503,0.1675195511991832,0.007143821585130438,0.5874312812746483,0.014449978209991927,0.12704752104231962,0.011034011164040902,0.8190431723975926,0.011449891358737368,0.010626235710008553,0.007535344198682279
GPcalib,ImageNet,pnasnet5large,1000,50000,1000,10000,0.8280500000000002,0.0038710463701691566,0.788031217673168,0.021558017053394173,0.04100347515151516,0.007520965564553642,0.5964838383838383,0.2962023203605045,0.12836336458736936,0.02290529031012199,0.6268080590788812,0.022585666890213952,0.12684811157770676,0.007869856076311074,0.830773257960425,0.0077304911746896455,0.005013950074817945,0.003692995383230713
GPcalib,ImageNet,nasnetalarge,1000,50000,1000,10000,0.8234200000000002,0.0024252376744924985,0.7366588451268379,0.01517157489915197,0.045951032020202016,0.004865247698139943,0.5384143170838823,0.2720618610603262,0.11869454694065809,0.0071726547461097145,0.6642858212614619,0.011065581401577054,0.09733462053654685,0.009465041537912805,0.8605635858799126,0.009310143348409865,0.03714358587991262,0.00856620784280299
Isotonic,ImageNet,alexnet,1000,50000,1000,10000,0.34547000000000005,0.005575950342517617,16.613151149314163,0.30958080613879746,0.2936838928668687,0.009385787594944012,0.5309132059146229,0.1397009356394884,0.37838335844197096,0.012413758603807367,0.509405084837438,0.011361898054022176,0.16650291167184209,0.007629090714925702,0.6214061816925305,0.008620055289763411,0.2759361816925307,0.009318104572853508
Isotonic,ImageNet,vgg19,1000,50000,1000,10000,0.45630000000000004,0.012465329696580204,12.906334072229702,0.6719880567232359,0.28099163831183965,0.01314705534678311,0.500677076312485,0.04562015252334137,0.45974926268178135,0.0530407461377247,0.5400300000770428,0.036410897246344776,0.09543892107994165,0.006055050533580646,0.706162327595897,0.02225528318104172,0.2498623275958971,0.01705497202901902
Isotonic,ImageNet,resnet50,1000,50000,1000,10000,0.48101000000000005,0.009941434057072,11.785253920528692,0.8328751269894621,0.27235451029701063,0.01877221209325347,0.4896764828883711,0.052729355576479106,0.4964317262168967,0.05044896154298251,0.5311185402494141,0.03976772849593897,0.08094730336086595,0.004276069090590194,0.7178476442759276,0.018236505730469175,0.23683764427592768,0.022178026988328853
Isotonic,ImageNet,resnet152,1000,50000,1000,10000,0.49307999999999996,0.008052301258370524,11.61097023988022,1.29811433698636,0.27612639870665784,0.03478877998293051,0.5134614974898433,0.061110273922195035,0.49408451224158084,0.096228211843706,0.5428279879832068,0.0807341141297547,0.07036648275361576,0.002861611292214664,0.7337904898680346,0.040810296135868916,0.24071048986803442,0.04431632087263334
Isotonic,ImageNet,densenet121,1000,50000,1000,10000,0.47112,0.010044434611597928,11.76288695916551,0.29737495094863187,0.26821611325508765,0.00687972670986435,0.49831643426890915,0.035672885721267096,0.5055285145923439,0.01613439667885036,0.5158565797689068,0.012790880967374758,0.08956165857159061,0.005154414767059841,0.701744684534518,0.010233886309817397,0.23062468453451804,0.006432362773374413
Isotonic,ImageNet,densenet201,1000,50000,1000,10000,0.48331999999999997,0.0085949339083491,11.650528393938687,1.1055688608795795,0.27057979987410924,0.02102470187382367,0.5414823085749765,0.1076024622004715,0.5044778207180977,0.07921206198167706,0.5266912432272004,0.054336382782182474,0.07925531445468906,0.004466649146554181,0.7170927795101755,0.02830571909030641,0.2337727795101756,0.027771438605057527
Isotonic,ImageNet,inceptionv4,1000,50000,1000,10000,0.50613,0.01183103733594161,13.547279148218825,1.472424049827787,0.29000570243142615,0.03510203376405551,0.6206702938757604,0.1520335975980735,0.3392607814578098,0.10700378691567658,0.6203898141556938,0.06980341925603782,0.06464219430637817,0.005196759376097188,0.780134964939656,0.033781749595160254,0.274004964939656,0.03943371567658446
Isotonic,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.49646,0.009667034475761201,12.226173852773108,1.1169863178505868,0.26842976409989366,0.02600062787550957,0.550212095459549,0.04489391457480464,0.4565291504559473,0.07705949781085714,0.5433333771174604,0.05924643447359191,0.0670821487661238,0.0059051787585623575,0.7367724067573371,0.03153190588149514,0.24031240675733706,0.031834468752838775
Isotonic,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.50866,0.012131520011019971,12.714333967587036,1.6888216343307385,0.28439127731970526,0.021840197613922346,0.5533405460543726,0.09411135280187394,0.3745676943505941,0.11071400946450477,0.606914399941597,0.06338326382385784,0.06870747818522659,0.004595751023815294,0.7720719561870456,0.03029429799151913,0.2634119561870456,0.03286245281901976
Isotonic,ImageNet,polynet,1000,50000,1000,10000,0.5122099999999999,0.009938751318841707,10.794915659382257,1.6359806541733768,0.25899530682604843,0.030171234017584085,0.5492994059826456,0.07798512006294728,0.534791786704624,0.11977688006191052,0.5129569599609982,0.0779915069393736,0.05656323684843416,0.00398661152314791,0.7336462414640732,0.03754720082870586,0.2214362414640731,0.04078197720873619
Isotonic,ImageNet,senet154,1000,50000,1000,10000,0.51384,0.006132282518678429,13.147451330713462,1.7539801872977794,0.30030141777147074,0.03490686271878235,0.5751857617748006,0.07690720928860631,0.3320185391976549,0.1336956460272682,0.648501198240731,0.08893032725997033,0.06276151431879182,0.004270186341482101,0.7969492345892986,0.04290730887864188,0.28310923458929865,0.044288397983431364
Isotonic,ImageNet,pnasnet5large,1000,50000,1000,10000,0.5239,0.01250253307667426,12.488701816974018,1.2202754966443214,0.3063018104679952,0.022114735636772343,0.6238505869970783,0.08371975092548546,0.3599906552796519,0.10176482001305334,0.6564928159687724,0.06519697050137142,0.05725120852732065,0.004786644377341013,0.8063795025872205,0.02979936701039815,0.28247950258722043,0.02996327680007243
Isotonic,ImageNet,nasnetalarge,1000,50000,1000,10000,0.52389,0.010492055195347669,13.437439345086242,1.1928828110062675,0.3264520173729684,0.030033092520056086,0.6994901880030937,0.08980736280867124,0.26203748994459314,0.12467242179684297,0.721578802176988,0.08662313563633678,0.057612034058978544,0.005288369657038803,0.8370492901103722,0.04252567172998422,0.3131592901103722,0.04071933307445407
Beta,ImageNet,alexnet,1000,50000,1000,10000,0.35281000000000007,0.0058125247908670866,15.767827637608534,0.23874303159729235,0.22900458161616158,0.007823969648844083,0.45474235228446586,0.030123211521544978,0.3594963308019369,0.007031481239106098,0.4528878704002037,0.009287065850104248,0.1815774265861025,0.007115865539765325,0.581854150719625,0.009321136853764022,0.22904415071962494,0.00783352561416768
Beta,ImageNet,vgg19,1000,50000,1000,10000,0.45542999999999995,0.014033535232118498,14.649292230116936,0.498740877911734,0.24159428989898987,0.01627334228627167,0.48752268883037964,0.02975844999126271,0.34541936234937504,0.01816681532273148,0.5272832965490066,0.021553463379617412,0.09914980865024346,0.006892199833395762,0.6974170251896769,0.013750384783112359,0.24198702518967682,0.016356858058810285
Beta,ImageNet,resnet50,1000,50000,1000,10000,0.47901999999999995,0.009669976444875373,14.391858028471884,0.31953996836959714,0.22496065616161615,0.012209038681396698,0.502486842413833,0.023431528448816265,0.3662236698875486,0.01658318087013822,0.510350913657087,0.017390383760869148,0.08469888697633483,0.00569654533555662,0.7043482513288988,0.011596277669751803,0.2253282513288987,0.01230350563296337
Beta,ImageNet,resnet152,1000,50000,1000,10000,0.49018999999999996,0.007803766896683787,14.33744276438768,0.23834454179183434,0.22010756898989897,0.012993931421108539,0.5305698416946197,0.034593357630281124,0.37865557477968326,0.022968456207971555,0.5031608322264063,0.02335936454820868,0.07357394546543598,0.0028022147952209363,0.7106410464163652,0.013053581536021038,0.2204510464163651,0.013098335204605082
Beta,ImageNet,densenet121,1000,50000,1000,10000,0.4692,0.009273378864014763,14.46347498692042,0.2573484768018866,0.22973897272727278,0.013948765288887275,0.5329251772859156,0.15010175600860856,0.3603910346294953,0.02403722786358034,0.5149311159935184,0.02418829712279311,0.09232949455197477,0.007147866598315355,0.6991890751127597,0.016691988451685486,0.22998907511275957,0.01401590756176385
Beta,ImageNet,densenet201,1000,50000,1000,10000,0.48079,0.007668181009861472,14.473805545967718,0.3089125973928175,0.21885014494949492,0.015653005580956062,0.49951098965243873,0.02989722595567508,0.38457870792138105,0.022515300088280725,0.4987391433951453,0.025973182645503277,0.08264656936885309,0.004746071669201284,0.6999818969579867,0.016313522360206632,0.21919189695798685,0.015767486373992314
Beta,ImageNet,inceptionv4,1000,50000,1000,10000,0.50431,0.011749936170039402,14.304358706171408,0.43158622933861024,0.16527453484848484,0.013788472736127185,0.5183264719199372,0.03669710131895264,0.5299185653810745,0.01934672823911677,0.40598482274788783,0.022140866268005814,0.07114244386484841,0.007979396198177866,0.6696316181555073,0.01628791177482264,0.16532161815550722,0.013810134861426127
Beta,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.49444999999999995,0.010001027724966857,14.348100388880074,0.37221811775760816,0.17885517282828284,0.010628289273497989,0.5140274230096885,0.04126728872472601,0.48661339035352424,0.021074470034600584,0.42698832832183325,0.01784020099433291,0.07438577378249607,0.006804438089501402,0.6734775430001883,0.014782623891787474,0.17902754300018828,0.010642983854882042
Beta,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.5081,0.012097841864472264,14.103260510669648,0.43054589374335916,0.16306363818181818,0.009753519400195249,0.5178685490816588,0.047820616438348014,0.5249287031641126,0.015541687429262591,0.40939290350777463,0.018403795380513097,0.07523403596640693,0.005445420546116121,0.6711688933148382,0.01587154057169551,0.16306889331483823,0.009763358246946328
Beta,ImageNet,polynet,1000,50000,1000,10000,0.5090300000000001,0.009839608167446966,14.155242992170226,0.399989250295873,0.2005521309090909,0.012384469636148475,0.4899988309773823,0.03387637913011131,0.41489349925089813,0.02047186758519959,0.4724456579441708,0.018320633521837885,0.060802414830284326,0.003384147224921455,0.710039540560903,0.011010468706998802,0.20100954056090292,0.012407256392381577
Beta,ImageNet,senet154,1000,50000,1000,10000,0.5143500000000001,0.0062393464757492,14.110151537993904,0.32527293813938973,0.1581764602020202,0.009807661857243376,0.5186218815956065,0.05297094888022333,0.5347529908646738,0.01671640987417937,0.4007032853999304,0.017911860861942228,0.07069815034971035,0.005769067290793581,0.6725259149742318,0.012042875088642666,0.15817591497423172,0.009807006122106814
Beta,ImageNet,pnasnet5large,1000,50000,1000,10000,0.52416,0.012314147238937095,14.074918420431635,0.47255652424384414,0.1430165694949495,0.008488453562892408,0.513409541371568,0.04001461817402809,0.5653602442873977,0.017241932887919288,0.3748327992085595,0.014035968175299616,0.06737598331462138,0.005601823256981519,0.6671442224762812,0.012652624704686628,0.14298422247628131,0.008503735733843165
Beta,ImageNet,nasnetalarge,1000,50000,1000,10000,0.5235099999999999,0.010296973665435277,13.980889988530723,0.3563099083883551,0.1437135221212121,0.008476202866538227,0.5342789041082057,0.042006200906120165,0.5753491946646832,0.01522152853556112,0.3760441430883033,0.01426349921421218,0.0676536068652311,0.006001247325005746,0.667206930511173,0.011745335940704135,0.1436969305111729,0.008457760606666942
Platt,ImageNet,alexnet,1000,50000,1000,10000,0.34747999999999996,0.007139374389025019,16.073249497587675,0.23439084506714453,0.11316898656565658,0.004626729617973067,0.47703832248592193,0.027268373867576464,0.4691757088344809,0.009228304561176546,0.29990094374776666,0.008231263708710532,0.30011759946052946,0.009196311661715037,0.4388820062163328,0.007919336483530276,0.09140200621633279,0.006602933427826784
Platt,ImageNet,vgg19,1000,50000,1000,10000,0.4473,0.012174198581882558,15.024107982908372,0.5107003430933299,0.09650474838383835,0.009451842713150365,0.5571031680834372,0.07527580014445853,0.6077195214740667,0.013259409711461105,0.29589971338326093,0.011173447236277641,0.17763647104758234,0.015548553841339961,0.531377569072799,0.01611640549562061,0.08407756907279892,0.011519326254478768
Platt,ImageNet,resnet50,1000,50000,1000,10000,0.471,0.008722767145044436,14.739286204313768,0.3208383761983958,0.08748938616161614,0.007161232737676453,0.5311846932651811,0.03916448487309421,0.6466294761248246,0.0160897144102955,0.2769751653951192,0.009403502355990781,0.15226176614174008,0.010512843513644673,0.545797154070196,0.012163188392399967,0.07479715407019599,0.006956965548745155
Platt,ImageNet,resnet152,1000,50000,1000,10000,0.48205,0.0077106347915647565,14.71300170079292,0.23788850743359422,0.0879286111111111,0.0066251161453371185,0.570354258058822,0.07136954704316224,0.6660645806179577,0.011533883655904874,0.27437985534584786,0.010135580859717656,0.13324836266070242,0.006011840772974764,0.5599317996516419,0.010014301786971722,0.07788179965164185,0.007722659874264543
Platt,ImageNet,densenet121,1000,50000,1000,10000,0.46132000000000006,0.009344136604785308,14.794977221167084,0.28058882157439186,0.09485724191919188,0.006120658010828592,0.5304469394095483,0.05225219278214788,0.62948559963592,0.013776582771517193,0.2900395379676307,0.009416328146735991,0.15906588891278278,0.012844372922542573,0.544187551204374,0.014629825019912442,0.08286755120437402,0.00816374679169471
Platt,ImageNet,densenet201,1000,50000,1000,10000,0.47392,0.0076996103797529886,14.783764643939156,0.28638957097009365,0.08980411545454543,0.011104993697624624,0.5443305424881276,0.06776494501741193,0.6598045626146328,0.0137400571506681,0.2779340192210729,0.013424137960637236,0.1420103474798003,0.011504853265881418,0.5528572551940746,0.012030555509576876,0.0789372551940746,0.01267651029069921
Platt,ImageNet,inceptionv4,1000,50000,1000,10000,0.49582,0.012101588509135673,14.58993174258288,0.4261524532808421,0.0864985523232323,0.010225447606272578,0.5853336996336995,0.08095134873813548,0.6872932895512601,0.01888310655388946,0.26786963052134466,0.013396420802076545,0.11502225290887118,0.013896271936001538,0.5738144684737341,0.015576342340269687,0.07799446847373412,0.012606710182205
Platt,ImageNet,se_resnext50_32x4d,1000,50000,1000,10000,0.48494000000000004,0.009740773412140668,14.675662090508558,0.39864965576870093,0.08890313757575755,0.010148576505300174,0.6002890341800986,0.06773624368064718,0.6796409378214071,0.019037546967383603,0.2713085876824514,0.011168574830468774,0.12474700463814854,0.012558033484138722,0.5641803987285703,0.01353412099600756,0.07924039872857021,0.009158269115204972
Platt,ImageNet,se_resnext101_32x4d,1000,50000,1000,10000,0.49946999999999997,0.011772477318823858,14.381215176452972,0.44234644408327306,0.085267892020202,0.011199943944464191,0.5959392250680177,0.07038895921830075,0.6804904364631039,0.012305739122090662,0.26826856161733004,0.016405728740084603,0.11705781332500473,0.00944523013081108,0.575212670917219,0.016998346004071387,0.07574267091721894,0.011036876995527538
Platt,ImageNet,polynet,1000,50000,1000,10000,0.49868999999999997,0.008244654834093026,14.578220982727379,0.3937467692001455,0.08057664656565655,0.004825605716449227,0.6167444444444443,0.05705449320697377,0.688534971644357,0.01871020013083936,0.25699697763334156,0.010626009677071573,0.11571503104094445,0.007269071077276334,0.5697566493041982,0.011178929106933595,0.0710666493041984,0.0054497852954870085
Platt,ImageNet,senet154,1000,50000,1000,10000,0.50354,0.006995585909859325,14.416065221886953,0.3140168457585923,0.08091566101010099,0.010564006423546032,0.575154834054834,0.0673932436748463,0.6935191009886451,0.015054160489244801,0.2597774563419703,0.01886752506811798,0.11047968039722453,0.009003573298783367,0.5767979951195674,0.014693717961454925,0.07325799511956735,0.01116793750184752
Platt,ImageNet,pnasnet5large,1000,50000,1000,10000,0.51461,0.011852655586173266,14.3308675217126,0.4760593846911754,0.07955047686868685,0.008146980762913664,0.635117316017316,0.06850986974627005,0.6957338438768343,0.012751455220866091,0.2573026834311575,0.015912365521104557,0.10210847943086616,0.00903925356495346,0.5868714136475229,0.01636807257251958,0.07226141364752287,0.009455577350169256
Platt,ImageNet,nasnetalarge,1000,50000,1000,10000,0.51354,0.009898394931615045,14.264034338358575,0.34361800935495834,0.08258284404040402,0.00819000797378538,0.6070454545454546,0.07690171021828844,0.6988374285808729,0.017799249164599674,0.26248488224942074,0.013342587826213111,0.09902483724081725,0.009288682460798102,0.5903374968714946,0.0129458219968118,0.07679749687149466,0.009635458262429564
BBQ,ImageNet,alexnet,1000,50000,1000,10000,0.18656,0.005004042810013166,14.291625422804154,0.22853547331419746,0.130658401010101,0.009250411329262204,0.5438126559778473,0.1703946929586193,0.2647087793071413,0.019375485441156092,0.2553447235684595,0.008339944638353119,0.41353190534226447,0.020034895277910664,0.3171661686539643,0.009877698161494981,0.13060616865396427,0.009307811461683725
BBQ,ImageNet,vgg19,1000,50000,1000,10000,0.25693,0.008174764692502038,13.903291707198306,0.47114389258078143,0.16174191646464647,0.01097294850789692,0.5482318271887142,0.09625078829766069,0.3645876798190454,0.01485125403244383,0.32600745321598934,0.011951133650068477,0.31308302788732945,0.011222523676325575,0.4187393418176769,0.01095608857183569,0.16180934181767687,0.010961311088442404
BBQ,ImageNet,resnet50,1000,50000,1000,10000,0.26599,0.0070962353086376365,13.879220490439124,0.3262588295660893,0.16349674222222219,0.006301342873245509,0.5120919254810987,0.06778177125766802,0.36492276412224556,0.005264347159258308,0.3388352533290523,0.00965512358232015,0.3200765860086169,0.0066449234383851785,0.4295419899546903,0.008510860350360378,0.16355198995469028,0.006217297422933842
BBQ,ImageNet,resnet152,1000,50000,1000,10000,0.27790000000000004,0.008492480333932033,13.891345749997976,0.2551213198745534,0.1675435085858586,0.006448337415276486,0.5745856891022842,0.14829124289997522,0.3636407577829364,0.009198769467128986,0.3536492930238212,0.01041045285491525,0.31529085119857053,0.011875316117062332,0.445562476614575,0.01004656916402315,0.16766247661457503,0.006499384352077937
BBQ,ImageNet,densenet121,1000,50000,1000,10000,0.24447999999999998,0.005365693493544581,13.911432382553206,0.27604991125592093,0.15119339252525252,0.00990263370869879,0.44480621806261633,0.031754682727630205,0.3247526318976498,0.0054492851519452315,0.31499847284359167,0.009584578319433294,0.3546775666032174,0.012637245031072776,0.39578432622302884,0.008885514806361329,0.15130432622302883,0.009902720388641565
BBQ,ImageNet,densenet201,1000,50000,1000,10000,0.25738,0.004915915196809458,14.052634425460017,0.26965016975923106,0.16141841030303025,0.011599105732483161,0.5658459564034951,0.06243984961468622,0.35350698398700237,0.019190180753927526,0.3323669005640347,0.011818647011789203,0.33141134301913366,0.011348949150747314,0.41891376406268055,0.009459830979987854,0.16153376406268063,0.011592386322817219
BBQ,ImageNet,inceptionv4,1000,50000,1000,10000,0.25754,0.005643127580419299,14.038081562667063,0.40160370358736647,0.1593413872727273,0.015530294964914253,0.5167655065603447,0.11438879108853829,0.3019572925977231,0.023188924485889634,0.34517239666161303,0.013963619947904427,0.3763209904030827,0.0203449036164988,0.416938865934001,0.013989260449405164,0.15939886593400093,0.015552967137642953
